Id,LastName,Origin
240,Handal,Arabic
241,Morcos,Arabic
242,Fakhoury,Arabic
243,Hadad,Arabic
244,Morcos,Arabic
245,Kouri,Arabic
246,Quraishi,Arabic
247,Almasi,Arabic
249,Naifeh,Arabic
250,Koury,Arabic
251,Asker,Arabic
252,Maroun,Arabic
253,Fakhoury,Arabic
254,Sabbag,Arabic
255,Sarraf,Arabic
256,Shamon,Arabic
257,Assaf,Arabic
258,Boutros,Arabic
259,Malouf,Arabic
260,Nassar,Arabic
262,Ghanem,Arabic
263,Srour,Arabic
264,Almasi,Arabic
265,Qureshi,Arabic
266,Ghannam,Arabic
267,Mustafa,Arabic
268,Najjar,Arabic
270,Shadid,Arabic
271,Shamoon,Arabic
272,Morcos,Arabic
273,Atiyeh,Arabic
274,Isa,Arabic
275,Ba,Arabic
276,Baz,Arabic
278,Seif,Arabic
280,Hajjar,Arabic
282,Essa,Arabic
283,Qureshi,Arabic
284,Abboud,Arabic
286,Haddad,Arabic
288,Nassar,Arabic
290,Toma,Arabic
291,Tannous,Arabic
292,Harb,Arabic
293,Issa,Arabic
295,Mifsud,Arabic
296,Kalb,Arabic
297,Gaber,Arabic
298,Ganim,Arabic
300,Samaha,Arabic
301,Haddad,Arabic
303,Wasem,Arabic
304,Dagher,Arabic
305,Rahal,Arabic
306,Atiyeh,Arabic
307,Antar,Arabic
309,Mansour,Arabic
310,Awad,Arabic
311,Boulos,Arabic
312,Sarraf,Arabic
314,Abadi,Arabic
318,Shamoon,Arabic
319,Gaber,Arabic
320,Amari,Arabic
322,Nazari,Arabic
323,Saliba,Arabic
324,Naifeh,Arabic
325,Nazari,Arabic
326,Hakimi,Arabic
327,Shamon,Arabic
328,Abboud,Arabic
330,Tahan,Arabic
331,Safar,Arabic
334,Gaber,Arabic
336,Attia,Arabic
337,Safar,Arabic
338,Said,Arabic
339,Ganem,Arabic
340,Nader,Arabic
341,Asghar,Arabic
342,Mustafa,Arabic
344,Antar,Arabic
345,Botros,Arabic
346,Nader,Arabic
347,Ghannam,Arabic
348,Asfour,Arabic
350,Mansour,Arabic
351,Attia,Arabic
353,Najjar,Arabic
355,Abboud,Arabic
356,Bishara,Arabic
357,Bazzi,Arabic
359,Shalhoub,Arabic
360,Safar,Arabic
361,Khoury,Arabic
362,Nazari,Arabic
364,Sleiman,Arabic
365,Atiyeh,Arabic
366,Kouri,Arabic
368,Zogby,Arabic
369,Ghanem,Arabic
370,Assaf,Arabic
373,Shalhoub,Arabic
374,Khoury,Arabic
375,Morcos,Arabic
377,Wasem,Arabic
378,Abadi,Arabic
379,Antoun,Arabic
380,Baz,Arabic
381,Naser,Arabic
382,Assaf,Arabic
383,Saliba,Arabic
384,Nader,Arabic
385,Mikhail,Arabic
388,Morcos,Arabic
389,Awad,Arabic
390,Nahas,Arabic
391,Sarkis,Arabic
392,Malouf,Arabic
393,Mustafa,Arabic
394,Fakhoury,Arabic
395,Ghannam,Arabic
396,Shadid,Arabic
397,Gaber,Arabic
398,Koury,Arabic
400,Shamon,Arabic
401,Boutros,Arabic
403,Arian,Arabic
404,Fakhoury,Arabic
406,Kassab,Arabic
407,Nahas,Arabic
408,Quraishi,Arabic
409,Mansour,Arabic
410,Samaha,Arabic
411,Wasem,Arabic
413,Fakhoury,Arabic
414,Saliba,Arabic
415,Cham,Arabic
416,Bahar,Arabic
417,Shamoun,Arabic
419,Shamon,Arabic
421,Bitar,Arabic
422,Cham,Arabic
423,Tahan,Arabic
424,Tannous,Arabic
425,Daher,Arabic
426,Khoury,Arabic
428,Bahar,Arabic
430,Ghannam,Arabic
431,Kassab,Arabic
432,Zogby,Arabic
434,Shammas,Arabic
435,Arian,Arabic
436,Sayegh,Arabic
437,Naifeh,Arabic
438,Mifsud,Arabic
440,Arian,Arabic
441,Kassis,Arabic
442,Shamoun,Arabic
443,Kassis,Arabic
444,Harb,Arabic
445,Mustafa,Arabic
446,Boulos,Arabic
447,Asghar,Arabic
448,Shamon,Arabic
449,Kanaan,Arabic
451,Kassab,Arabic
452,Tahan,Arabic
453,Bazzi,Arabic
454,Kassis,Arabic
455,Qureshi,Arabic
456,Basara,Arabic
457,Shalhoub,Arabic
459,Haik,Arabic
460,Attia,Arabic
461,Maroun,Arabic
462,Kassis,Arabic
464,Harb,Arabic
465,Assaf,Arabic
467,Antar,Arabic
468,Sleiman,Arabic
469,Touma,Arabic
470,Sarraf,Arabic
471,Bazzi,Arabic
473,Baz,Arabic
474,Issa,Arabic
475,Shamon,Arabic
476,Shadid,Arabic
477,Deeb,Arabic
478,Sabbag,Arabic
479,Wasem,Arabic
480,Awad,Arabic
482,Saliba,Arabic
483,Fakhoury,Arabic
484,Arian,Arabic
485,Bishara,Arabic
486,Dagher,Arabic
487,Bishara,Arabic
489,Fakhoury,Arabic
491,Nader,Arabic
493,Gerges,Arabic
494,Handal,Arabic
495,Hanania,Arabic
496,Shadid,Arabic
497,Gerges,Arabic
498,Kassis,Arabic
499,Essa,Arabic
500,Assaf,Arabic
501,Shadid,Arabic
503,Shalhoub,Arabic
505,Hajjar,Arabic
506,Baba,Arabic
507,Sayegh,Arabic
508,Mustafa,Arabic
509,Sabbagh,Arabic
510,Isa,Arabic
511,Najjar,Arabic
512,Tannous,Arabic
513,Hanania,Arabic
514,Ganem,Arabic
515,Gerges,Arabic
516,Fakhoury,Arabic
517,Mifsud,Arabic
518,Nahas,Arabic
522,Sarkis,Arabic
523,Masih,Arabic
525,Attia,Arabic
526,Kalb,Arabic
527,Essa,Arabic
529,Basara,Arabic
530,Halabi,Arabic
531,Halabi,Arabic
532,Dagher,Arabic
533,Attia,Arabic
534,Kassis,Arabic
535,Tuma,Arabic
536,Gerges,Arabic
538,Toma,Arabic
539,Baz,Arabic
540,Asghar,Arabic
541,Zogby,Arabic
543,Hadad,Arabic
544,Dagher,Arabic
545,Naser,Arabic
546,Shadid,Arabic
547,Atiyeh,Arabic
548,Zogby,Arabic
549,Abboud,Arabic
552,Atiyeh,Arabic
553,Ganem,Arabic
554,Maalouf,Arabic
555,Isa,Arabic
556,Maroun,Arabic
557,Issa,Arabic
560,Nader,Arabic
561,Awad,Arabic
562,Nahas,Arabic
563,Said,Arabic
564,Baba,Arabic
565,Totah,Arabic
566,Ganim,Arabic
568,Mansour,Arabic
569,Basara,Arabic
570,Malouf,Arabic
571,Said,Arabic
573,Samaha,Arabic
574,Safar,Arabic
575,Tahan,Arabic
576,Botros,Arabic
577,Shamoun,Arabic
579,Sarraf,Arabic
580,Malouf,Arabic
581,Bishara,Arabic
582,Aswad,Arabic
584,Baz,Arabic
585,Asker,Arabic
586,Toma,Arabic
587,Koury,Arabic
588,Gerges,Arabic
590,Boulos,Arabic
591,Najjar,Arabic
592,Aswad,Arabic
593,Shamon,Arabic
594,Kouri,Arabic
595,Srour,Arabic
596,Assaf,Arabic
597,Tannous,Arabic
598,Attia,Arabic
599,Mustafa,Arabic
600,Kattan,Arabic
602,Amari,Arabic
603,Shadid,Arabic
604,Said,Arabic
605,Bazzi,Arabic
606,Masih,Arabic
607,Antar,Arabic
608,Fakhoury,Arabic
610,Masih,Arabic
612,Sarraf,Arabic
613,Kassis,Arabic
614,Salib,Arabic
615,Hajjar,Arabic
616,Totah,Arabic
618,Totah,Arabic
619,Mustafa,Arabic
620,Sabbagh,Arabic
621,Moghadam,Arabic
623,Srour,Arabic
624,Almasi,Arabic
625,Totah,Arabic
626,Maroun,Arabic
627,Kattan,Arabic
629,Sarkis,Arabic
630,Mikhail,Arabic
631,Nazari,Arabic
632,Boutros,Arabic
634,Gaber,Arabic
635,Kassis,Arabic
636,Masih,Arabic
637,Hanania,Arabic
638,Maloof,Arabic
639,Quraishi,Arabic
641,Hadad,Arabic
642,Tahan,Arabic
643,Bitar,Arabic
645,Gaber,Arabic
646,Baz,Arabic
647,Mansour,Arabic
648,Kalb,Arabic
650,Attia,Arabic
651,Antar,Arabic
653,Said,Arabic
654,Essa,Arabic
655,Koury,Arabic
656,Hadad,Arabic
657,Tuma,Arabic
658,Moghadam,Arabic
659,Sabbagh,Arabic
661,Dagher,Arabic
662,Srour,Arabic
663,Antoun,Arabic
664,Sleiman,Arabic
665,Maroun,Arabic
666,Tuma,Arabic
667,Nahas,Arabic
670,Amari,Arabic
671,Sabbagh,Arabic
672,Said,Arabic
674,Asker,Arabic
675,Nassar,Arabic
676,Bitar,Arabic
678,Dagher,Arabic
679,Safar,Arabic
680,Khouri,Arabic
681,Totah,Arabic
683,Salib,Arabic
684,Basara,Arabic
685,Abboud,Arabic
686,Baz,Arabic
687,Isa,Arabic
688,Cham,Arabic
690,Mifsud,Arabic
691,Hadad,Arabic
693,Khoury,Arabic
694,Bazzi,Arabic
695,Basara,Arabic
697,Ghannam,Arabic
698,Koury,Arabic
700,Zogby,Arabic
701,Zogby,Arabic
702,Boutros,Arabic
703,Nassar,Arabic
704,Handal,Arabic
705,Hajjar,Arabic
706,Maloof,Arabic
707,Abadi,Arabic
712,Hakimi,Arabic
713,Boutros,Arabic
714,Masih,Arabic
715,Kattan,Arabic
716,Haddad,Arabic
717,Arian,Arabic
718,Nazari,Arabic
719,Assaf,Arabic
720,Attia,Arabic
721,Wasem,Arabic
722,Gerges,Arabic
723,Asker,Arabic
725,Fakhoury,Arabic
726,Shadid,Arabic
727,Sarraf,Arabic
728,Attia,Arabic
729,Naifeh,Arabic
730,Aswad,Arabic
731,Deeb,Arabic
733,Totah,Arabic
734,Cham,Arabic
736,Najjar,Arabic
737,Hajjar,Arabic
738,Shamoon,Arabic
739,Handal,Arabic
740,Awad,Arabic
741,Guirguis,Arabic
742,Awad,Arabic
744,Naifeh,Arabic
747,Moghadam,Arabic
748,Mikhail,Arabic
749,Ghannam,Arabic
751,Tannous,Arabic
753,Handal,Arabic
754,Khoury,Arabic
755,Kalb,Arabic
756,Qureshi,Arabic
757,Najjar,Arabic
758,Atiyeh,Arabic
760,Nassar,Arabic
761,Tahan,Arabic
762,Hadad,Arabic
767,Fakhoury,Arabic
768,Attia,Arabic
769,Awad,Arabic
770,Totah,Arabic
771,Deeb,Arabic
772,Touma,Arabic
774,Nazari,Arabic
776,Kouri,Arabic
777,Ghannam,Arabic
779,Asfour,Arabic
781,Naifeh,Arabic
783,Asghar,Arabic
784,Abboud,Arabic
786,Sabbag,Arabic
787,Sabbagh,Arabic
788,Isa,Arabic
789,Koury,Arabic
791,Shamoon,Arabic
792,Rahal,Arabic
793,Kalb,Arabic
795,Masih,Arabic
796,Sayegh,Arabic
797,Dagher,Arabic
798,Asker,Arabic
799,Maroun,Arabic
800,Dagher,Arabic
801,Sleiman,Arabic
802,Botros,Arabic
803,Sleiman,Arabic
804,Harb,Arabic
805,Tahan,Arabic
806,Tuma,Arabic
807,Said,Arabic
808,Hadad,Arabic
809,Samaha,Arabic
810,Harb,Arabic
811,Cham,Arabic
813,Haik,Arabic
814,Malouf,Arabic
815,Bazzi,Arabic
816,Harb,Arabic
819,Cham,Arabic
820,Asghar,Arabic
821,Samaha,Arabic
822,Khouri,Arabic
824,Rahal,Arabic
825,Baz,Arabic
826,Kalb,Arabic
828,Gerges,Arabic
830,Sayegh,Arabic
831,Shadid,Arabic
832,Morcos,Arabic
833,Shamoon,Arabic
834,Hakimi,Arabic
835,Shamoon,Arabic
836,Qureshi,Arabic
838,Shadid,Arabic
839,Khoury,Arabic
840,Boutros,Arabic
841,Hanania,Arabic
842,Antoun,Arabic
844,Deeb,Arabic
845,Samaha,Arabic
846,Awad,Arabic
850,Shamoun,Arabic
851,Mikhail,Arabic
852,Hakimi,Arabic
853,Mikhail,Arabic
854,Cham,Arabic
855,Halabi,Arabic
856,Sarkis,Arabic
857,Kattan,Arabic
859,Safar,Arabic
860,Morcos,Arabic
864,Haik,Arabic
865,Shadid,Arabic
868,Arian,Arabic
869,Botros,Arabic
871,Saliba,Arabic
872,Saliba,Arabic
874,Hajjar,Arabic
875,Nader,Arabic
876,Daher,Arabic
878,Maroun,Arabic
879,Harb,Arabic
880,Nassar,Arabic
881,Antar,Arabic
882,Shammas,Arabic
883,Toma,Arabic
884,Antar,Arabic
885,Koury,Arabic
886,Nader,Arabic
887,Botros,Arabic
888,Bahar,Arabic
890,Maloof,Arabic
891,Salib,Arabic
892,Malouf,Arabic
893,Mansour,Arabic
894,Bazzi,Arabic
895,Atiyeh,Arabic
897,Bishara,Arabic
898,Hakimi,Arabic
899,Saliba,Arabic
900,Tuma,Arabic
902,Hakimi,Arabic
903,Assaf,Arabic
904,Nassar,Arabic
905,Sarkis,Arabic
906,Bitar,Arabic
907,Isa,Arabic
908,Halabi,Arabic
909,Shamon,Arabic
910,Qureshi,Arabic
911,Bishara,Arabic
912,Maalouf,Arabic
913,Srour,Arabic
914,Boulos,Arabic
915,Safar,Arabic
917,Ganim,Arabic
918,Abadi,Arabic
919,Koury,Arabic
921,Zogby,Arabic
922,Boutros,Arabic
923,Shadid,Arabic
924,Hakimi,Arabic
925,Bazzi,Arabic
927,Totah,Arabic
929,Shamoon,Arabic
931,Antar,Arabic
933,Najjar,Arabic
934,Fakhoury,Arabic
935,Malouf,Arabic
936,Salib,Arabic
937,Rahal,Arabic
938,Boulos,Arabic
939,Attia,Arabic
940,Said,Arabic
941,Kassis,Arabic
942,Bahar,Arabic
943,Bazzi,Arabic
944,Srour,Arabic
945,Antar,Arabic
946,Nahas,Arabic
947,Kassis,Arabic
948,Samaha,Arabic
949,Quraishi,Arabic
950,Asghar,Arabic
951,Asker,Arabic
952,Antar,Arabic
953,Totah,Arabic
954,Haddad,Arabic
955,Maloof,Arabic
956,Kouri,Arabic
957,Basara,Arabic
958,Bata,Arabic
960,Shammas,Arabic
961,Arian,Arabic
962,Gerges,Arabic
963,Seif,Arabic
964,Almasi,Arabic
965,Tuma,Arabic
966,Shamoon,Arabic
967,Khoury,Arabic
969,Abboud,Arabic
970,Baz,Arabic
971,Seif,Arabic
972,Issa,Arabic
973,Nazari,Arabic
974,Harb,Arabic
975,Shammas,Arabic
977,Totah,Arabic
979,Sarkis,Arabic
980,Naser,Arabic
982,Handal,Arabic
984,Cham,Arabic
985,Hadad,Arabic
986,Gerges,Arabic
987,Kalb,Arabic
988,Shalhoub,Arabic
992,Tannous,Arabic
994,Shadid,Arabic
995,Sabbag,Arabic
996,Tahan,Arabic
997,Abboud,Arabic
998,Nahas,Arabic
999,Shamoun,Arabic
1000,Dagher,Arabic
1001,Botros,Arabic
1002,Amari,Arabic
1003,Maalouf,Arabic
1004,Awad,Arabic
1005,Gerges,Arabic
1006,Shamoon,Arabic
1007,Haddad,Arabic
1008,Salib,Arabic
1009,Attia,Arabic
1010,Kassis,Arabic
1011,Sleiman,Arabic
1012,Maloof,Arabic
1013,Maroun,Arabic
1014,Koury,Arabic
1015,Asghar,Arabic
1016,Kalb,Arabic
1017,Asghar,Arabic
1019,Ganim,Arabic
1020,Rahal,Arabic
1021,Haddad,Arabic
1022,Zogby,Arabic
1023,Mansour,Arabic
1024,Guirguis,Arabic
1025,Touma,Arabic
1026,Maroun,Arabic
1027,Tannous,Arabic
1028,Hakimi,Arabic
1029,Baba,Arabic
1030,Toma,Arabic
1032,Sarraf,Arabic
1034,Sarraf,Arabic
1036,Boutros,Arabic
1037,Guirguis,Arabic
1038,Qureshi,Arabic
1039,Aswad,Arabic
1040,Basara,Arabic
1041,Toma,Arabic
1042,Tuma,Arabic
1044,Ba,Arabic
1045,Naifeh,Arabic
1046,Mikhail,Arabic
1047,Amari,Arabic
1048,Shamon,Arabic
1049,Malouf,Arabic
1050,Boutros,Arabic
1052,Srour,Arabic
1053,Morcos,Arabic
1054,Halabi,Arabic
1055,Bazzi,Arabic
1056,Abadi,Arabic
1057,Shamoun,Arabic
1058,Haddad,Arabic
1061,Hadad,Arabic
1062,Saliba,Arabic
1065,Bitar,Arabic
1066,Shammas,Arabic
1067,Totah,Arabic
1068,Said,Arabic
1069,Najjar,Arabic
1072,Boulos,Arabic
1073,Kalb,Arabic
1074,Shamon,Arabic
1076,Seif,Arabic
1077,Touma,Arabic
1078,Hajjar,Arabic
1079,Hadad,Arabic
1080,Atiyeh,Arabic
1081,Totah,Arabic
1082,Mansour,Arabic
1083,Nazari,Arabic
1084,Quraishi,Arabic
1085,Ba,Arabic
1086,Sarkis,Arabic
1087,Gerges,Arabic
1088,Shalhoub,Arabic
1089,Nazari,Arabic
1090,Issa,Arabic
1091,Salib,Arabic
1092,Shalhoub,Arabic
1093,Nassar,Arabic
1094,Guirguis,Arabic
1096,Hakimi,Arabic
1097,Attia,Arabic
1098,Cham,Arabic
1099,Isa,Arabic
1101,Amari,Arabic
1103,Sarraf,Arabic
1104,Antoun,Arabic
1106,Haddad,Arabic
1107,Tahan,Arabic
1108,Bishara,Arabic
1109,Shalhoub,Arabic
1110,Safar,Arabic
1111,Haik,Arabic
1112,Tahan,Arabic
1113,Seif,Arabic
1114,Awad,Arabic
1115,Antoun,Arabic
1116,Atiyeh,Arabic
1117,Samaha,Arabic
1118,Assaf,Arabic
1121,Sayegh,Arabic
1122,Khouri,Arabic
1123,Asghar,Arabic
1124,Tannous,Arabic
1125,Maalouf,Arabic
1126,Khouri,Arabic
1127,Hajjar,Arabic
1128,Abadi,Arabic
1129,Ghanem,Arabic
1130,Salib,Arabic
1131,Botros,Arabic
1132,Bitar,Arabic
1135,Boutros,Arabic
1136,Aswad,Arabic
1137,Srour,Arabic
1139,Abboud,Arabic
1140,Almasi,Arabic
1141,Baba,Arabic
1142,Tahan,Arabic
1144,Sabbag,Arabic
1145,Issa,Arabic
1146,Abadi,Arabic
1147,Abboud,Arabic
1148,Bazzi,Arabic
1150,Bahar,Arabic
1152,Asghar,Arabic
1154,Sayegh,Arabic
1155,Guirguis,Arabic
1156,Srour,Arabic
1157,Asghar,Arabic
1159,Sayegh,Arabic
1160,Rahal,Arabic
1161,Tahan,Arabic
1163,Cham,Arabic
1165,Nahas,Arabic
1166,Essa,Arabic
1167,Mifsud,Arabic
1171,Asfour,Arabic
1172,Guirguis,Arabic
1173,Isa,Arabic
1174,Bishara,Arabic
1175,Assaf,Arabic
1177,Moghadam,Arabic
1178,Kalb,Arabic
1179,Baba,Arabic
1180,Guirguis,Arabic
1181,Naifeh,Arabic
1182,Bitar,Arabic
1183,Samaha,Arabic
1185,Hadad,Arabic
1186,Ghannam,Arabic
1187,Hanania,Arabic
1189,Totah,Arabic
1190,Tahan,Arabic
1191,Toma,Arabic
1192,Maloof,Arabic
1193,Botros,Arabic
1194,Issa,Arabic
1195,Deeb,Arabic
1196,Nahas,Arabic
1197,Khoury,Arabic
1198,Sayegh,Arabic
1199,Harb,Arabic
1200,Said,Arabic
1201,Guirguis,Arabic
1202,Nader,Arabic
1203,Harb,Arabic
1204,Atiyeh,Arabic
1205,Zogby,Arabic
1207,Nassar,Arabic
1208,Kalb,Arabic
1209,Khoury,Arabic
1211,Wasem,Arabic
1212,Handal,Arabic
1214,Harb,Arabic
1215,Ganim,Arabic
1216,Malouf,Arabic
1217,Sayegh,Arabic
1218,Khoury,Arabic
1219,Sabbag,Arabic
1221,Boulos,Arabic
1222,Malouf,Arabic
1223,Gaber,Arabic
1224,Shammas,Arabic
1225,Fakhoury,Arabic
1226,Halabi,Arabic
1228,Asker,Arabic
1230,Hanania,Arabic
1231,Amari,Arabic
1233,Malouf,Arabic
1235,Moghadam,Arabic
1236,Totah,Arabic
1237,Maloof,Arabic
1238,Atiyeh,Arabic
1239,Abadi,Arabic
1240,Baz,Arabic
1242,Arian,Arabic
1243,Handal,Arabic
1244,Dagher,Arabic
1245,Awad,Arabic
1246,Atiyeh,Arabic
1247,Arian,Arabic
1249,Amari,Arabic
1250,Attia,Arabic
1251,Ganim,Arabic
1252,Nader,Arabic
1254,Sabbag,Arabic
1257,Khouri,Arabic
1258,Saliba,Arabic
1259,Mifsud,Arabic
1260,Koury,Arabic
1261,Awad,Arabic
1262,Bahar,Arabic
1263,Mustafa,Arabic
1267,Bishara,Arabic
1270,Wasem,Arabic
1271,Sleiman,Arabic
1273,Daher,Arabic
1276,Ganim,Arabic
1277,Rahal,Arabic
1280,Shamoun,Arabic
1281,Maloof,Arabic
1282,Hakimi,Arabic
1283,Safar,Arabic
1284,Gerges,Arabic
1285,Hanania,Arabic
1286,Koury,Arabic
1287,Assaf,Arabic
1288,Safar,Arabic
1289,Gerges,Arabic
1290,Ganim,Arabic
1292,Awad,Arabic
1293,Arian,Arabic
1294,Tahan,Arabic
1296,Asker,Arabic
1297,Boulos,Arabic
1298,Koury,Arabic
1299,Mifsud,Arabic
1300,Sabbag,Arabic
1301,Dagher,Arabic
1302,Bazzi,Arabic
1303,Mustafa,Arabic
1304,Almasi,Arabic
1305,Handal,Arabic
1306,Isa,Arabic
1307,Guirguis,Arabic
1308,Sayegh,Arabic
1309,Ganim,Arabic
1310,Ghanem,Arabic
1311,Toma,Arabic
1312,Mustafa,Arabic
1313,Basara,Arabic
1314,Bitar,Arabic
1317,Tahan,Arabic
1318,Issa,Arabic
1319,Salib,Arabic
1322,Haik,Arabic
1323,Gaber,Arabic
1324,Mansour,Arabic
1325,Hakimi,Arabic
1326,Ba,Arabic
1327,Mustafa,Arabic
1328,Gaber,Arabic
1329,Kattan,Arabic
1330,Koury,Arabic
1331,Awad,Arabic
1332,Maalouf,Arabic
1333,Masih,Arabic
1334,Harb,Arabic
1335,Atiyeh,Arabic
1336,Zogby,Arabic
1338,Assaf,Arabic
1339,Morcos,Arabic
1340,Ganem,Arabic
1341,Ganem,Arabic
1342,Wasem,Arabic
1344,Ghanem,Arabic
1345,Salib,Arabic
1346,Khouri,Arabic
1347,Maloof,Arabic
1348,Khouri,Arabic
1349,Shalhoub,Arabic
1350,Issa,Arabic
1352,Kassis,Arabic
1353,Mustafa,Arabic
1354,Sayegh,Arabic
1356,Hajjar,Arabic
1357,Nader,Arabic
1358,Sarkis,Arabic
1359,Tahan,Arabic
1360,Haddad,Arabic
1361,Antar,Arabic
1362,Sayegh,Arabic
1363,Zogby,Arabic
1364,Mifsud,Arabic
1365,Kassab,Arabic
1366,Hanania,Arabic
1367,Bishara,Arabic
1368,Shamoun,Arabic
1369,Abboud,Arabic
1372,Abadi,Arabic
1373,Sarraf,Arabic
1374,Zogby,Arabic
1375,Daher,Arabic
1376,Issa,Arabic
1377,Nazari,Arabic
1380,Asghar,Arabic
1381,Morcos,Arabic
1382,Mifsud,Arabic
1383,Cham,Arabic
1384,Sarraf,Arabic
1385,Antar,Arabic
1386,Ba,Arabic
1387,Aswad,Arabic
1388,Mikhail,Arabic
1389,Kouri,Arabic
1391,Awad,Arabic
1393,Moghadam,Arabic
1394,Mikhail,Arabic
1395,Naifeh,Arabic
1396,Kattan,Arabic
1398,Malouf,Arabic
1399,Najjar,Arabic
1400,Srour,Arabic
1401,Masih,Arabic
1402,Fakhoury,Arabic
1403,Khouri,Arabic
1404,Assaf,Arabic
1405,Mifsud,Arabic
1406,Malouf,Arabic
1407,Abboud,Arabic
1408,Shamoon,Arabic
1410,Halabi,Arabic
1411,Ganem,Arabic
1412,Deeb,Arabic
1413,Wasem,Arabic
1414,Kalb,Arabic
1415,Safar,Arabic
1416,Tuma,Arabic
1417,Fakhoury,Arabic
1418,Toma,Arabic
1420,Kassab,Arabic
1422,Handal,Arabic
1424,Fakhoury,Arabic
1425,Haik,Arabic
1426,Guirguis,Arabic
